TES POTENSI AKADEMIK,,,,,,,
#,SINONIM,,,,,,
#,##,KONDUKTOR,Penghambat,Penyalur,Pembuat,Pesakitan,B
#,##,RUWAT,Terbebas dari nasib baik,Terbebas dari nasib sial,Terbebas dari penyakit,Terbebas dari nasib buruk,D
#,##,OBSOLET,Merdeka,Usang,Bersih,Baru,D
#,##,ASTANA,Balai,Istana,Pendopo,Kerajaan,B
#,##,PANGUS,Pantas,Arang,Beringus,Gejolak,A
#,##,DEPRESIASI,Penurunan jumlah penjualan,Penyusutan nilai,Pengurangan tenaga kerja,Pemotongan harga standar,B
#,##,BEA,Tagihan,Langganan,Uang,Pajak,D
#,##,ETIMOLOGI,kalimat,ilmu tentang kalimat,ilmu tentang asal-usul kata,dasar-dasar bahasa,C
#,##,ESKALASI,Kenaikan,Kemajuan,Perkembangan,Kemunduran,A
#,##,ACUAN,pegangan,pedoman,pemacu,rujukan,B
#,ANTONIM,,,,,,
#,##,BONGSOR,Menumpuk,Kerdil,Tertua,Macet,B
#,##,SEKULER,Rohaniyah,Duniawi,Agamis,Cendikia,C
#,##,SANTUNG,buntung,erat,liar,kendur,D
#,##,KETUL,ambisius,tumpul,licik,tajam,D
#,##,HIPOKRIT,orang yang malas,orang yang munafik,orang yang banyak akal,orang yang jujur apa adanya,D
#,##,BANGLAS,sempit,luas,nakal,patuh,A
#,##,SUMIR,sederhana,ringkas,pendek,panjang,D
#,##,TAKDIS,penistaan,penyelewengan,pemurnian,pengudusan,A
#,##,LASUH,lelah,mudah,sulit,duka,C
#,##,DELUSI,angan-angan,nyata,penyerapan,perekatan,B
#,ANALOGI,,,,,,
#,##,Minyak Tanah : Kompor,Gerakan : Senam,Syaraf : Badan,Mobil : Sopir,Tukang Cukur : Pangkas Rambut,B
#,##,Minum : Haus = Lampu :,Terang,Gelap,Padang,Pijar,B
#,##,KAKI : SEPATU : KULIT,Mata : Kacamata : Retina,Kepala : Topi : Kain,Penyakit : Rumah sakit : Gedung,Pernafasan : Sapu tangan : Debu,B
#,##,SEGIEMPAT : KUBUS,Bulatan : Rumah,Bulatan : Tabung,Bulatan : Pulau,Bulatan : Bola,D
#,##,KAPAL SELAM : IKAN,Bus : Penumpang,Sepeda : Kumbang,Pesawat Terbang : Burung,Apollo : Astronot,C
#,##,Sepeda :: kayuh = kapal ::,Gas,Setir,Laut,Dayung,D
#,##,Kartun :: konohakagure :: naruto = kartun:: bikinibottom ::,Spongebob,Minkymomo,Hunter x hunter,prettygure,A
#,##,PISAU : SAYAT,pistol : tembak,benang : halus,palu : tumpul,jarum : tajam,A
#,##,KALENDER : TANGGAL,album : foto,buku : baca,tanaman : hias,pensil : tulis,A
#,##,Cabe :: kepedasan =,Tape :: kemanisan,Minum :: kehausan,Marah :: kejengkelan,Makotadewa :: kepahitan,D
#,KOSAKATA,,,,,,
#,##,KONTRAPRESTASI,Lemah,Imbal jasa,Tidak berprestasi,Musuh,B
#,##,KULMINASI,Kotak pendingin,Tingkatan tertinggi,Keadaan emosi seseorang,Panas terik matahari,B
#,##,DURJA,Kejahatan,Muka,Setan,Tubuh,B
#,Bacaan Untuk 4 Nomer Selanjutnya,"Tidak ada langit seperti yang kita temui sehari-hari ketika berada di bumi ini. Yang ada di bulan hanya warna hitam pekat di atas kepala kita. Warna hitam itu bercahaya benderang jika ada matahari. Sesuatu tanda kehidupan apa pun tak tampak di bulan. Tempat kami mendarat dikelilingi tiga gunung yang tingginya 5.000 meter. Tidak ada bunyi apa pun di sana, semuanya tampak tegap berdiri, tidak ada benda apa pun yang bergerak. Bintang tak nampak satu pun, tak ada pula sesuatu tumbuh di sana. "Pemandangan yang benar-benar tidak pernah kita temukan di bumi." kata James. "Kami memang dilatih untuk tidak berubah oleh suasana apa pun, karena itu pula, pemandangan yang kami temukan di bulan sama sekali tidak membuat kami takut atau was-was." berucap James. Menurut James, seluruh awak Apollo 15 di bulan selalu sibuk. Tidak ada waktu untuk berbicara rileks. Tetapi suatu komentar bersama seluruh awak Apollo 15 yaitu Tuhan telah memimpin kami sehingga kami tiba di bulan.",,,,,
#,##,Pokok permasalahan yang diungkapkan dalam bacaan di atas adalah....,Tuhan memimpin umat-Nya untuk terbang ke Apollo 15,Perbedaan antara siang dan malam sangat nyata,Di bulan tidak ada tanda-tanda kehidupan,Langit gelap gulita tanpa matahari dan bintang.,C
#,##,"Dari bacaan di atas dapat disimpulkan semua hal berikut ini, kecuali....",Para awak pesawat tidak menjumpai tumbuhan apapun di bulan,Pesawat Apollo 15 mendarat di ketinggian 5.000 meter dari permukaan bulan,Para awak dilatih untuk menghadapi keadaan apa pun dan bagaimana pun.,"Selama di bulan, para awak pesawat tidak berkesempatan bersantai-santai.",B
#,##,Bacaan di atas merupakan suatu deskripsi karena....,Menjelaskan kepekatan dan kegelapan di bulan.,Mengajak pembaca untuk  selalu bersyukur kepada Tuhan yang telah memimpin manusia.,Menceritakan peristiwa pendaratan secara kronologis,Menggambarkan keadaan bulan,D
#,##,Pengulangan kata was-was pada kalimat terakhir alinea kedua adalah....,untuk menyatakan saling.,untuk mengeraskan arti.,untuk menyatakan menyerupai,Tidak mengandung makna,D
#,Bacaan Untuk 3 Nomer Selanjutnya,"Pada tahun 1984 Indonesia telah berhasil mencapai swasembada beras. Hal ini berarti harga beras relatif terjangkau oleh masyarakat.Meningkatnya ketersediaan .beras, pendapatan penduduk, dan sistem nilai sosial pada beras telah mengarahkan pola konsumsi pangan pokok pada beras. Karena itu, diperlukan upaya-upaya penganekaragaman pangan pokok untuk mengurangi ketergantungan pada beras, sekaligus mempertahankan swasembada beras, serta meningkatkan mutu gizi pangan penduduk. Upaya penganekaragaman pangan telah dimulai sejak Pelita II, yang disertai dengan dikeluarkannya Inpres No. 14/1974 dan disempurnakan menjadi Inpres No. 20/1979 tentang ""Perbaikan Menu Makanan Rakyat"". Upaya mengurangi ketergantungan pada satu jenis pangan pokok dilakukan, selain untuk melestarikan swasembada pangan, khususnya beras, juga untuk membuat keberagaman pangan khas daerah, sehingga setiap daerah memiliki pola konsumsi khas, yakni suatu susunan beragam makanan yang biasa dikonsumsi oleh seseorang atau kelompok orang. Pangan pokok dikenal sebagai satu atau lebih jenis bahan pangan yang dimakan secara teratur oleh suatu kelompok penduduk dalam jumlah cukup besar untuk menyediakan bagian terbesar dari konsumsi energi total yang dihasilkan oleh makanan, Sekelompok penduduk suatu daerah tertentu, terutama di pedesaan, akan bertumpu pada pangan pokok penghasil energi dalam hal pola konsumsinya. Faktor produksi, distribusi, ketersediaan, pengetahuan gizi, daya beli, sosial psikologis, daya terima, serta selera dapat mempengaruhi pemilihan pangan yang dikonsumsi, termasuk pangan pokok, sehingga terbentuk suatu pola pangan pokok",,,,,
#,##,Judul yang paling tepat untuk teks di atas adalah,Keberhasilan Indonesia dalam Mencapai Swasembada Beras,Penanggulangan Ketergantungan pada Konsumsi Beras,Masalah Pangan bagi Indonesia Belum Terpecahkan,Peningkatan Mutu Gizi Melalui Penganekaragaman Pangan Pokok,A
#,##,"Berikut ini merupakan tujuan pemerintah memperbaiki menu makanan rakyat Indonesia, kecuali....",melestarikan swasembada beras,memberagamkan pola konsumsi khas daerah,ingkatkan pendapatan penduduk dari pangan,meningkatkan kesehatan gizi keluarga,C
#,##,Pertanyaan berikut yang sesuai dengan gagasan pokok paragraf III adalah ....,Faktor-faktor apakah yang mempengaruhi pola konsumsi pangan pokok masyarakat?,Apakah yang dimaksud dengan pola konsumsipangan pokok?,Bagaimana cara menyediakan pola pangan suatu masyarakat?,Mengapa penduduk suatu daerah di pedesaan bertumpu pada pola pangan pokok?,B
#,KEMAMPUAN KUANTITATIF,,,,,,
#,##,"Jika sejumlah b buku dapat dibeli dengan harga d rupiah, berapa banyak bukukah yang dapat dibeli dengan m rupiah ?",Bm/d,d/bm,Bdm,(b+m)/d,A
#,##,Seorang pedagang mencampur a kg kedelai seharga b rupiah per kg dengan c kg kacang seharga d rupiah per kg. Berapakah harga jual kacang campuran jika ia berharap memperoleh laba 1.000 rupiah per kg?,(ab + cd )/( a+c ) +1000,(b+d)/(a+c) + 1000,(b+d+1000)/(a+c),Tidak dapat ditentukan,A
